id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,What are the other source of water you depend upon?,How do you deal with the agricultural waste generated from the farm land?,What are the other mechanism used to discard the waste from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the other record mechanisms?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,What is the name of the organization?,Are you using digital technologies that can be used in the farm land?,For what purpose are you using digital tools here at the farm land?,Where do you procure inputs required for the farm land?,What other sources are used to get needed inputs?,What are different chemical inputs used in the farm land?,What other chemical inputs are used in the farm land?,What is the type of covering material used in the farm land?,What other type of covering material are used in the farm land?,What is the water source used for irrigation mechanism?,What other source of water do you depend upon for irrigation?,What is the type of irrigation mechanism used in the farm land?,What are other mechanism used for irrigation?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the type of agriculture products produced in the farm land?,What is the average cost per K.G of the products produced from the farm land?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?
2528,2019-03-18 07:04:32,Agriculture,Farm land,chow arvind jeinow,Community,In Use,Namsai,Namsai,Kaisu L/C,27.66086,95.99221,Rejected,https://smartvillage.imagetrekk.com/storage/images/YrYkn9jk7lMvW4FvQaakWuodluNZ7L3ZyI92pfEY.jpeg?asset_id=2528,Each household posses a certain amount of land.Total land-80 hectares,2,Pakka Road,0.5,3G Unreliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",70,Others,Rain water,Discarded in Open Field,,No,,No,,None,,,,,,,Others,Traditional mechanism,"[""None""]",No,,No,,None,,None,,None,,Rainfed,,Canal Irrigation,,"[""Village Meeting ""]",1000,72000,Rice,1-100,None,None,None,None,"[""Others""]","[""Tempo\/Auto""]"
2886,2019-04-24 14:33:22,Agriculture,Farm land,tendel zangmu wangja,Private,In Use,West Kameng,Shergaon,Shergaon,27.13072,92.27126,Approved,https://smartvillage.imagetrekk.com/storage/images/j3kyNlBHgjXqdS2GDHAADEcUtYwTn2YykG4mOdPZ.jpeg?asset_id=2886,"Respondent Farmer Shri Tenzing Gombu, potatoes 15 RS and tomato 6 RS, water supply problems",1,Kacha Road,30,4G Unreliable,"[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",5,Water from Government,,Burnt within the premises,,No,,Yes,4,None,,,,,,,Traditional Book Keeping,,"[""Others""]",No,,No,,Others,self,None,,None,,Rainfed,,Others,self,"[""Others""]",10000,3000,Tomato and Potato,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
669,2019-02-05 16:29:23,Agriculture,Farm land,jayanti ama,Private,In Use,Lohit,Tezu,Laboliang,27.98445,96.17576,Approved,https://smartvillage.imagetrekk.com/storage/images/A22NGAinAUACIFacecOToYGC7eMJ2Y2FwEFDPAMG.jpeg?asset_id=669,"lemon farm , stebia plant run by 1 woman",1,Kacha Road,1,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Water from Government,,Discarded in Open Field,,No,,Yes,16,None,,,,,,,Traditional Book Keeping,,"[""Support via Schemes""]",No,,No,,Government Agency,,Pesticide,,Polysheet,,Others,tape water,Sprinklers,,"[""Village Meeting ""]",30,10,"lemon, potato,brinjal and stebia",101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers"",""Govt. Agencies"",""Others""]","[""Mini Luggage Transport Vehicle""]"
731,2019-02-08 13:16:38,Agriculture,Farm land,jayanti ama,Private,In Use,Lohit,Tezu,Laboliang,27.98445,96.17576,Rejected,https://smartvillage.imagetrekk.com/storage/images/80fsBQQbIrmDlHWIUyDX5PxOAL3w6oQCd1yI7cCh.jpeg?asset_id=731,"lemon farm , stebia plant run by 1 woman",1,Kacha Road,1,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Water from Government,,Discarded in Open Field,,No,,Yes,16,None,,,,,,,Traditional Book Keeping,,"[""Support via Schemes""]",No,,No,,Government Agency,,Pesticide,,Polysheet,,Others,tape water,Sprinklers,,"[""Village Meeting ""]",30,10,"lemon, potato,brinjal and stebia",101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers"",""Govt. Agencies"",""Others""]","[""Mini Luggage Transport Vehicle""]"
792,2019-02-11 09:26:56,Agriculture,Farm land,jayanti ama,Private,In Use,Lohit,Tezu,Laboliang,27.98423,96.18568,Approved,https://smartvillage.imagetrekk.com/storage/images/eJiGdh8K99TIxqxSwUfYNxADYBudwUOz8YVBXU1O.jpeg?asset_id=792,owned by v. Bellai,1,Pakka Road,0,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",2,Water from Government,,Discarded in Open Field,,No,,Yes,6,None,,,,,,,Traditional Book Keeping,,"[""Financial Support"",""Support via Schemes""]",No,,No,,Supplier in other states,,None,,None,,Others,rainfall,Rose Can,,"[""Village Meeting ""]",20000,10,"herbal tea, beatle nut and mango",1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Mini Luggage Transport Vehicle""]"
828,2019-02-12 07:02:39,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13239,95.744,Approved,https://smartvillage.imagetrekk.com/storage/images/Rup6FP8JOKtLSRvaJusXMuzMKOAkLz4B6HWfBSi0.jpeg?asset_id=828,"Village name is New Changlang, it is far away that's why picture taken from distance",1,Pakka Road with Block Point,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",2,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Supplier in other states,,None,,None,,River/Stream,,Canal Irrigation,,"[""Others""]",3000,0,Rice,1-100,None,None,None,None,"[""None"",""Others""]","[""Head Load"",""Mini Luggage Transport Vehicle""]"
837,2019-02-12 08:10:10,Agriculture,Farm land,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13185,95.74514,Approved,https://smartvillage.imagetrekk.com/storage/images/20AzlbqY1OwYp9nEvivmPLx5HTrkt1Jmt9qJhXUp.jpeg?asset_id=837,"Village Name is New Changlang, Tea Garder is Far away to go that's why picture taken from distance",1,Kacha Road,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",10,River or Canal,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Supplier in other states,,Fertilizer,,None,,River/Stream,,Canal Irrigation,,"[""Others""]",0,0,Tea Leaf,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Head Load"",""Mini Luggage Transport Vehicle""]"
846,2019-02-12 11:16:40,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.52484,93.76753,Approved,https://smartvillage.imagetrekk.com/storage/images/lthjSXyT3ux12JQ6gtyqtlaeyKBREZAvGIaXHHry.jpeg?asset_id=846,Large Cardamom Garden,1,Kacha Road with Block Point,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Ground Water,,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,"Dao, hoi etc","[""Village Meeting "",""Others""]",2500,0,Large cardamon,201-300,None,None,None,None,"[""Farmers"",""NGO"",""Others""]","[""Sumo\/Tracker"",""Mini Luggage Transport Vehicle""]"
853,2019-02-13 02:45:17,Agriculture,Farm land,shri joram nera,Private,In Use,Lower Subansiri,Yachuli,Jara,27.52649,93.76914,Approved,https://smartvillage.imagetrekk.com/storage/images/C9aopiQ0BizlMG69349DLmorW0iamrSexLKqLNMn.jpeg?asset_id=853,bamboo garden,4,Pakka Road,0,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,Rainfed,Discarded in Open Field,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,None,,None,,Lath/Bamboo,,Rainfed,,Others,None,"[""Others""]",0,0,Bamboo,1-100,None,None,None,None,"[""Farmers"",""Others""]","[""Huge Luggage Transport Vehicle"",""Tempo\/Auto""]"
905,2019-02-13 08:00:22,Agriculture,Farm land,samcha zongsam,Private,In Use,Changlang,Changlang,Ngaichang,27.11986,95.73205,Approved,https://smartvillage.imagetrekk.com/storage/images/iMdLoZuZo2bgpJGNXuU1nbGixxBfq17Rz7JXlx31.jpeg?asset_id=905,Vegetables,1,Kacha Road,7,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","[""Vodafone"",""BSNL"",""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0,Water from Government,,Burnt within the premises,,No,,No,,None,,,,,,,Others,No Book Keeping,"[""None""]",No,,No,,Local Supplier,,None,,Green Mesh,,Others,Tap,Sprinklers,,"[""Others""]",0,0,Vegetables,1-100,None,None,None,None,"[""Others""]","[""Head Load"",""2 Wheeler"",""Sumo\/Tracker"",""Tempo\/Auto"",""Mini Luggage Transport Vehicle""]"
1121,2019-02-15 14:03:51,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.52002,93.68224,Approved,https://smartvillage.imagetrekk.com/storage/images/2kRFMxKN925AcL1RHDuRHeU7VExogtBxjeiwroyg.jpeg?asset_id=1121,lack of scientific management,1,Kacha Road,5,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,rain,"[""Announcements \/ Broadcast""]",0,0,cardamom,1-100,None,None,None,None,[],"[""Head Load""]"
1129,2019-02-15 14:05:05,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.52184,93.7072,Approved,https://smartvillage.imagetrekk.com/storage/images/YRXsWmCvJeQAhLqJaJggrHsKPiETOEDaNhBI3y4S.jpeg?asset_id=1129,lack of scientific management,1,Kacha Road,0.2,2G Reliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,cardamon,1-100,None,None,None,None,"[""None""]","[""Head Load""]"
1130,2019-02-15 14:05:16,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.52205,93.70715,Approved,https://smartvillage.imagetrekk.com/storage/images/rvtG6NwkstnDL5cV4L5rvvf3OIwWNGWyu28nC7mE.jpeg?asset_id=1130,poor mantaince,1,Kacha Road,0.2,2G Reliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,rain,"[""Announcements \/ Broadcast""]",0,0,banana,1-100,None,None,None,None,"[""None""]","[""Head Load""]"
1131,2019-02-15 14:05:32,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51921,93.70576,Approved,https://smartvillage.imagetrekk.com/storage/images/lxBSWfOeE4LBdd2j4OObnArUDhSETM4g5G6CLoTZ.jpeg?asset_id=1131,poor mantaince,1,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,orange,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1132,2019-02-15 14:05:43,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51571,93.7029,Approved,https://smartvillage.imagetrekk.com/storage/images/RphyMqs45kYulegLitqaYan4PTNm6vJ75fwsDTpQ.jpeg?asset_id=1132,new plantation,1,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tea leaf garden,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1134,2019-02-15 14:06:00,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51618,93.70349,Approved,https://smartvillage.imagetrekk.com/storage/images/xGTO4Ig71Gt3ObW73QjEPVJJpi9y51PNwB3IejWr.jpeg?asset_id=1134,lack of scientific management,1,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,cardamon,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1136,2019-02-15 14:06:20,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51658,93.70236,Approved,https://smartvillage.imagetrekk.com/storage/images/RBmaa4Vq8fU7OSST2roa46dQgzN6DYcDvfYJp967.jpeg?asset_id=1136,poor mantaince,0,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,Tabi Bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1137,2019-02-15 14:06:31,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51655,93.70276,Approved,https://smartvillage.imagetrekk.com/storage/images/WFrSqPQx4f3up6SwXV9jC4fFEbsxOHSK0URpMwkL.jpeg?asset_id=1137,mantaince is very poor,0,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,Tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1141,2019-02-15 14:07:02,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51563,93.70336,Approved,https://smartvillage.imagetrekk.com/storage/images/UojASvQaXnw4IrvYW1DCYApyZl8deKxc6Z4iHUAd.jpeg?asset_id=1141,new plantation,4,Kacha Road,0.5,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",2,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tea leaf garden,1-100,None,None,None,None,"[""Others""]","[""Others""]"
1143,2019-02-15 14:08:16,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51737,93.70394,Approved,https://smartvillage.imagetrekk.com/storage/images/Zru1oS2UKwmIqWEDddBw74RGcIFcz1EQGDqcQ38x.jpeg?asset_id=1143,well mantaince,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,Tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1145,2019-02-15 14:08:28,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51684,93.70398,Approved,https://smartvillage.imagetrekk.com/storage/images/wLiMlhGgA9p9gai0c0FxYJgNo3tTl2DrZYGeZ9Cl.jpeg?asset_id=1145,mantaince is very poor,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,rain,"[""Announcements \/ Broadcast""]",0,0,Tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1146,2019-02-15 14:09:35,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51722,93.70416,Approved,https://smartvillage.imagetrekk.com/storage/images/pZVF9vyhf1PXg2dTK7pG48KxliTqWUW53ELFhznf.jpeg?asset_id=1146,poor mantaince,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,Tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1148,2019-02-15 14:09:54,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.5177,93.70432,Approved,https://smartvillage.imagetrekk.com/storage/images/w1wlLkE863SAA0J6eC6GvDnuvImlFJDwDUmK2RzS.jpeg?asset_id=1148,lack of mantaince,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1150,2019-02-15 14:09:59,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51826,93.70472,Approved,https://smartvillage.imagetrekk.com/storage/images/6f3fMoVRliI9JBx7b1y0Tiu7I6LoE56464AAowJz.jpeg?asset_id=1150,lack of mantaince,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1152,2019-02-15 14:10:25,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51914,93.70524,Approved,https://smartvillage.imagetrekk.com/storage/images/yU3hsds070TFyQNed8uUgqePwWHO8JjgFsWqtkKL.jpeg?asset_id=1152,lack of mantaince,2,Kacha Road,0.2,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tabi bamboo,1-100,None,None,None,None,"[""Others""]","[""Tempo\/Auto""]"
1155,2019-02-15 14:10:30,Agriculture,Farm land,nabam dimin,Government,In Use,Lower Subansiri,Yachuli,Yoglo,27.5196,93.70654,Approved,https://smartvillage.imagetrekk.com/storage/images/bsSKJZvUTMRMCWvEtsEZnpgKRlNGEUeVjHA3z3pR.jpeg?asset_id=1155,good mantaince,1,Kacha Road,0.1,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Discarded in Open Field,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Announcements \/ Broadcast""]",0,0,tabi Bamboo,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
1157,2019-02-15 14:10:40,Agriculture,Farm land,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.51816,93.7075,Approved,https://smartvillage.imagetrekk.com/storage/images/CO4cZ1Xcj5V8Ds2XSLHcTAkcrY3vJkqG97YUTKog.jpeg?asset_id=1157,consumption purpose,2,Kacha Road,0.4,2G Unreliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",1,Others,rain,Burnt within the premises,,No,,No,,None,,,,,,,Others,none,"[""None""]",No,,No,,Local Supplier,,None,,None,,Rainfed,,Others,none,"[""Others""]",0,20,mastard leaf,1-100,None,None,None,None,"[""Others""]","[""Head Load""]"
